Processor Settings
R: 2
k0: 3
k1: 2
k2: 1
F: 4

CYCLE	OPERATION	INSTRUCTION
36140	STATE UPDATE	72214
36140	STATE UPDATE	72220
36140	SCHEDULED	72226
36140	SCHEDULED	72227
36141	STATE UPDATE	72217
36141	STATE UPDATE	72218
36141	SCHEDULED	72228
36141	SCHEDULED	72229
36142	EXECUTED	72219
36142	EXECUTED	72227
36142	EXECUTED	72226
36142	STATE UPDATE	72221
36142	STATE UPDATE	72219
36142	SCHEDULED	72230
36142	SCHEDULED	72231
36143	EXECUTED	72222
36143	EXECUTED	72225
36143	EXECUTED	72228
36143	STATE UPDATE	72226
36143	STATE UPDATE	72227
36143	SCHEDULED	72232
36143	SCHEDULED	72233
36144	EXECUTED	72229
36144	EXECUTED	72231
36144	STATE UPDATE	72222
36144	STATE UPDATE	72225
36144	SCHEDULED	72234
36144	SCHEDULED	72235
36145	EXECUTED	72230
36145	EXECUTED	72232
36145	EXECUTED	72224
36145	STATE UPDATE	72228
36145	STATE UPDATE	72229
36145	SCHEDULED	72236
36145	SCHEDULED	72237
36146	EXECUTED	72234
36146	STATE UPDATE	72231
36146	STATE UPDATE	72224
36146	SCHEDULED	72238
36146	SCHEDULED	72239
36147	EXECUTED	72223
36147	STATE UPDATE	72230
36147	STATE UPDATE	72232
36147	SCHEDULED	72240
36147	SCHEDULED	72241
36148	EXECUTED	72236
36148	EXECUTED	72237
36148	EXECUTED	72233
36148	EXECUTED	72235
36148	STATE UPDATE	72234
36148	STATE UPDATE	72223
36148	SCHEDULED	72242
36148	SCHEDULED	72243
36149	EXECUTED	72238
36149	EXECUTED	72241
36149	STATE UPDATE	72233
36149	STATE UPDATE	72235
36149	SCHEDULED	72244
36149	SCHEDULED	72245
36150	EXECUTED	72243
36150	STATE UPDATE	72236
36150	STATE UPDATE	72237
36150	SCHEDULED	72246
36150	SCHEDULED	72247
36151	EXECUTED	72239
36151	EXECUTED	72244
36151	EXECUTED	72240
36151	STATE UPDATE	72238
36151	STATE UPDATE	72241
36151	SCHEDULED	72248
36151	SCHEDULED	72249
36152	EXECUTED	72246
36152	EXECUTED	72242
36152	STATE UPDATE	72243
36152	STATE UPDATE	72239
36152	SCHEDULED	72250
36152	SCHEDULED	72251
36153	EXECUTED	72247
36153	STATE UPDATE	72240
36153	STATE UPDATE	72244
36153	SCHEDULED	72252
36153	SCHEDULED	72253
36154	EXECUTED	72248
36154	EXECUTED	72251
36154	STATE UPDATE	72242
36154	STATE UPDATE	72246
36154	SCHEDULED	72254
36154	SCHEDULED	72255
36155	EXECUTED	72249
36155	EXECUTED	72245
36155	STATE UPDATE	72247
36155	STATE UPDATE	72248
36155	SCHEDULED	72256
36155	SCHEDULED	72257
36156	EXECUTED	72250
36156	EXECUTED	72255
36156	STATE UPDATE	72251
36156	STATE UPDATE	72245
36156	SCHEDULED	72258
36156	SCHEDULED	72259
36157	EXECUTED	72256
36157	EXECUTED	72252
36157	STATE UPDATE	72249
36157	STATE UPDATE	72250
36157	SCHEDULED	72260
36157	SCHEDULED	72261
36158	EXECUTED	72257
36158	EXECUTED	72258
36158	STATE UPDATE	72255
36158	STATE UPDATE	72252
36158	SCHEDULED	72262
36158	SCHEDULED	72263
36159	EXECUTED	72259
36159	EXECUTED	72261
36159	EXECUTED	72253
36159	STATE UPDATE	72256
36159	STATE UPDATE	72257
36159	SCHEDULED	72264
36159	SCHEDULED	72265
36160	EXECUTED	72260
36160	STATE UPDATE	72258
36160	STATE UPDATE	72253
36160	SCHEDULED	72266
36160	SCHEDULED	72267
36161	EXECUTED	72262
36161	EXECUTED	72254
36161	STATE UPDATE	72259
36161	STATE UPDATE	72261
36161	SCHEDULED	72268
36161	SCHEDULED	72269
36162	EXECUTED	72263
36162	EXECUTED	72266
36162	EXECUTED	72264
36162	STATE UPDATE	72260
36162	STATE UPDATE	72254
36162	SCHEDULED	72270
36162	SCHEDULED	72271
36163	EXECUTED	72267
36163	STATE UPDATE	72262
36163	STATE UPDATE	72263
36163	SCHEDULED	72272
36163	SCHEDULED	72273
36164	EXECUTED	72268
36164	EXECUTED	72265
36164	STATE UPDATE	72264
36164	STATE UPDATE	72266
36164	SCHEDULED	72274
36164	SCHEDULED	72275
36165	EXECUTED	72269
36165	EXECUTED	72271
36165	STATE UPDATE	72267
36165	STATE UPDATE	72265
36165	SCHEDULED	72276
36165	SCHEDULED	72277
36166	EXECUTED	72270
36166	EXECUTED	72273
36166	STATE UPDATE	72268
36166	STATE UPDATE	72269
36166	SCHEDULED	72278
36166	SCHEDULED	72279
36167	EXECUTED	72272
36167	EXECUTED	72274
36167	STATE UPDATE	72271
36167	STATE UPDATE	72270
36167	SCHEDULED	72280
36167	SCHEDULED	72281
36168	EXECUTED	72278
36168	STATE UPDATE	72273
36168	STATE UPDATE	72272
36168	SCHEDULED	72282
36168	SCHEDULED	72283
36169	STATE UPDATE	72274
36169	STATE UPDATE	72278
36169	SCHEDULED	72284
36169	SCHEDULED	72285
36170	EXECUTED	72276
36170	EXECUTED	72275
36170	EXECUTED	72279
36170	STATE UPDATE	72275
36170	STATE UPDATE	72276
36170	SCHEDULED	72286
36170	SCHEDULED	72287
36171	EXECUTED	72277
36171	EXECUTED	72285
36171	EXECUTED	72284
36171	STATE UPDATE	72279
36171	STATE UPDATE	72277
36171	SCHEDULED	72288
36171	SCHEDULED	72289
36172	EXECUTED	72280
36172	EXECUTED	72283
36172	EXECUTED	72286
36172	STATE UPDATE	72284
36172	STATE UPDATE	72285
36172	SCHEDULED	72290
36172	SCHEDULED	72291
36173	EXECUTED	72287
36173	EXECUTED	72289
36173	STATE UPDATE	72280
36173	STATE UPDATE	72283
36173	SCHEDULED	72292
36173	SCHEDULED	72293
36174	EXECUTED	72288
36174	EXECUTED	72290
36174	EXECUTED	72281
36174	STATE UPDATE	72286
36174	STATE UPDATE	72287
36174	SCHEDULED	72294
36174	SCHEDULED	72295
36175	EXECUTED	72292
36175	EXECUTED	72282
36175	STATE UPDATE	72289
36175	STATE UPDATE	72281
36175	SCHEDULED	72296
36175	SCHEDULED	72297
36176	EXECUTED	72291
36176	STATE UPDATE	72288
36176	STATE UPDATE	72290
36176	SCHEDULED	72298
36176	SCHEDULED	72299
36177	EXECUTED	72296
36177	STATE UPDATE	72282
36177	STATE UPDATE	72292
36177	SCHEDULED	72300
36177	SCHEDULED	72301
36178	EXECUTED	72294
36178	EXECUTED	72293
36178	EXECUTED	72297
36178	STATE UPDATE	72291
36178	STATE UPDATE	72296
36178	SCHEDULED	72302
36178	SCHEDULED	72303
36179	STATE UPDATE	72293
36179	STATE UPDATE	72294
36179	SCHEDULED	72304
36179	SCHEDULED	72305
36180	EXECUTED	72295
36180	EXECUTED	72303
36180	EXECUTED	72302
36180	STATE UPDATE	72297
36180	STATE UPDATE	72295
36180	SCHEDULED	72306
36180	SCHEDULED	72307
36181	EXECUTED	72298
36181	EXECUTED	72301
36181	EXECUTED	72304
36181	STATE UPDATE	72302
36181	STATE UPDATE	72303
36181	SCHEDULED	72308
36181	SCHEDULED	72309
36182	EXECUTED	72306
36182	STATE UPDATE	72298
36182	STATE UPDATE	72301
36182	SCHEDULED	72310
36182	SCHEDULED	72311
36183	EXECUTED	72305
36183	EXECUTED	72300
36183	EXECUTED	72299
36183	STATE UPDATE	72304
36183	STATE UPDATE	72306
36183	SCHEDULED	72312
36183	SCHEDULED	72313
36184	EXECUTED	72310
36184	EXECUTED	72309
36184	STATE UPDATE	72299
36184	STATE UPDATE	72300
36184	SCHEDULED	72314
36184	SCHEDULED	72315
36185	STATE UPDATE	72305
36185	STATE UPDATE	72309
36185	SCHEDULED	72316
36185	SCHEDULED	72317
36186	EXECUTED	72308
36186	EXECUTED	72314
36186	EXECUTED	72307
36186	STATE UPDATE	72310
36186	STATE UPDATE	72307
36186	SCHEDULED	72318
36186	SCHEDULED	72319
36187	EXECUTED	72312
36187	EXECUTED	72311
36187	EXECUTED	72315
36187	STATE UPDATE	72308
36187	STATE UPDATE	72314
36187	SCHEDULED	72320
36187	SCHEDULED	72321
36188	STATE UPDATE	72311
36188	STATE UPDATE	72312
36188	SCHEDULED	72322
36188	SCHEDULED	72323
36189	EXECUTED	72313
36189	EXECUTED	72321
36189	EXECUTED	72320
36189	STATE UPDATE	72315
36189	STATE UPDATE	72313
36189	SCHEDULED	72324
36189	SCHEDULED	72325
36190	EXECUTED	72316
36190	EXECUTED	72319
36190	EXECUTED	72322
36190	STATE UPDATE	72320
36190	STATE UPDATE	72321
36190	SCHEDULED	72326
36190	SCHEDULED	72327
36191	EXECUTED	72323
36191	EXECUTED	72325
36191	STATE UPDATE	72316
36191	STATE UPDATE	72319
36191	SCHEDULED	72328
36191	SCHEDULED	72329
36192	EXECUTED	72324
36192	EXECUTED	72326
36192	EXECUTED	72318
36192	STATE UPDATE	72322
36192	STATE UPDATE	72323
36192	SCHEDULED	72330
36192	SCHEDULED	72331
36193	EXECUTED	72328
36193	STATE UPDATE	72325
36193	STATE UPDATE	72318
36193	SCHEDULED	72332
36193	SCHEDULED	72333
36194	EXECUTED	72317
36194	STATE UPDATE	72324
36194	STATE UPDATE	72326
36194	SCHEDULED	72334
36194	SCHEDULED	72335
36195	EXECUTED	72330
36195	EXECUTED	72331
36195	EXECUTED	72327
36195	EXECUTED	72329
36195	STATE UPDATE	72328
36195	STATE UPDATE	72317
36195	SCHEDULED	72336
36195	SCHEDULED	72337
36196	EXECUTED	72332
36196	EXECUTED	72335
36196	STATE UPDATE	72327
36196	STATE UPDATE	72329
36196	SCHEDULED	72338
36196	SCHEDULED	72339
36197	EXECUTED	72337
36197	STATE UPDATE	72330
36197	STATE UPDATE	72331
36197	SCHEDULED	72340
36197	SCHEDULED	72341
36198	EXECUTED	72333
36198	EXECUTED	72338
36198	EXECUTED	72334
36198	STATE UPDATE	72332
36198	STATE UPDATE	72335
36198	SCHEDULED	72342
36198	SCHEDULED	72343
36199	EXECUTED	72340
36199	EXECUTED	72336
36199	STATE UPDATE	72337
36199	STATE UPDATE	72333
36199	SCHEDULED	72344
36199	SCHEDULED	72345
36200	EXECUTED	72341
36200	STATE UPDATE	72334
36200	STATE UPDATE	72338
36200	SCHEDULED	72346
36200	SCHEDULED	72347
36201	EXECUTED	72342
36201	EXECUTED	72345
36201	STATE UPDATE	72336
36201	STATE UPDATE	72340
36201	SCHEDULED	72348
36201	SCHEDULED	72349
36202	EXECUTED	72343
36202	EXECUTED	72339
36202	STATE UPDATE	72341
36202	STATE UPDATE	72342
36202	SCHEDULED	72350
36202	SCHEDULED	72351
36203	EXECUTED	72344
36203	EXECUTED	72349
36203	STATE UPDATE	72345
36203	STATE UPDATE	72339
36203	SCHEDULED	72352
36203	SCHEDULED	72353
36204	EXECUTED	72350
36204	EXECUTED	72346
36204	STATE UPDATE	72343
36204	STATE UPDATE	72344
36204	SCHEDULED	72354
36204	SCHEDULED	72355
36205	EXECUTED	72351
36205	EXECUTED	72352
36205	EXECUTED	72353
36205	STATE UPDATE	72349
36205	STATE UPDATE	72346
36205	SCHEDULED	72356
36205	SCHEDULED	72357
36206	EXECUTED	72347
36206	STATE UPDATE	72350
36206	STATE UPDATE	72351
36206	SCHEDULED	72358
36206	SCHEDULED	72359
36207	EXECUTED	72356
36207	STATE UPDATE	72352
36207	STATE UPDATE	72353
36207	SCHEDULED	72360
36207	SCHEDULED	72361
36208	STATE UPDATE	72347
36208	STATE UPDATE	72356
36208	SCHEDULED	72362
36208	SCHEDULED	72363
36209	EXECUTED	72360
36209	EXECUTED	72361
36209	EXECUTED	72348
36209	STATE UPDATE	72348
36209	STATE UPDATE	72360
36209	SCHEDULED	72364
36209	SCHEDULED	72365
36210	EXECUTED	72354
36210	STATE UPDATE	72361
36210	STATE UPDATE	72354
36210	SCHEDULED	72366
36210	SCHEDULED	72367
36211	EXECUTED	72365
36211	EXECUTED	72355
36211	STATE UPDATE	72355
36211	STATE UPDATE	72365
36211	SCHEDULED	72368
36211	SCHEDULED	72369
36212	EXECUTED	72366
36212	EXECUTED	72357
36212	STATE UPDATE	72357
36212	STATE UPDATE	72366
36212	SCHEDULED	72370
36212	SCHEDULED	72371
36213	EXECUTED	72369
36213	EXECUTED	72358
36213	STATE UPDATE	72358
36213	STATE UPDATE	72369
36213	SCHEDULED	72372
36213	SCHEDULED	72373
36214	EXECUTED	72370
36214	EXECUTED	72359
36214	STATE UPDATE	72359
36214	STATE UPDATE	72370
36214	SCHEDULED	72374
36214	SCHEDULED	72375
36215	EXECUTED	72362
36215	STATE UPDATE	72362
36215	SCHEDULED	72376
36215	SCHEDULED	72377
36216	EXECUTED	72363
36216	EXECUTED	72371
36216	STATE UPDATE	72363
36216	STATE UPDATE	72371
36216	SCHEDULED	72378
36217	EXECUTED	72372
36217	EXECUTED	72364
36217	STATE UPDATE	72364
36217	STATE UPDATE	72372
36217	SCHEDULED	72379
36217	SCHEDULED	72380
36218	EXECUTED	72367
36218	EXECUTED	72373
36218	EXECUTED	72378
36218	EXECUTED	72377
36218	STATE UPDATE	72367
36218	STATE UPDATE	72373
36218	SCHEDULED	72381
36218	SCHEDULED	72382
36219	EXECUTED	72368
36219	EXECUTED	72374
36219	EXECUTED	72380
36219	STATE UPDATE	72377
36219	STATE UPDATE	72378
36219	SCHEDULED	72383
36219	SCHEDULED	72384
36220	EXECUTED	72382
36220	EXECUTED	72379
36220	STATE UPDATE	72368
36220	STATE UPDATE	72374
36220	SCHEDULED	72385
36220	SCHEDULED	72386
36221	EXECUTED	72375
36221	EXECUTED	72384
36221	STATE UPDATE	72380
36221	STATE UPDATE	72379
36221	SCHEDULED	72387
36221	SCHEDULED	72388
36222	EXECUTED	72383
36222	EXECUTED	72385
36222	EXECUTED	72386
36222	STATE UPDATE	72382
36222	STATE UPDATE	72375
36222	SCHEDULED	72389
36222	SCHEDULED	72390
36223	EXECUTED	72376
36223	STATE UPDATE	72384
36223	STATE UPDATE	72383
36223	SCHEDULED	72391
36223	SCHEDULED	72392
36224	EXECUTED	72388
36224	STATE UPDATE	72385
36224	STATE UPDATE	72386
36224	SCHEDULED	72393
36224	SCHEDULED	72394
36225	EXECUTED	72392
36225	STATE UPDATE	72376
36225	STATE UPDATE	72388
36225	SCHEDULED	72395
36225	SCHEDULED	72396
36226	EXECUTED	72381
36226	EXECUTED	72387
36226	EXECUTED	72389
36226	EXECUTED	72393
36226	STATE UPDATE	72392
36226	STATE UPDATE	72381
36226	SCHEDULED	72397
36226	SCHEDULED	72398
36227	EXECUTED	72395
36227	EXECUTED	72394
36227	STATE UPDATE	72387
36227	STATE UPDATE	72389
36227	SCHEDULED	72399
36227	SCHEDULED	72400
36228	EXECUTED	72390
36228	EXECUTED	72397
36228	STATE UPDATE	72393
36228	STATE UPDATE	72394
36228	SCHEDULED	72401
36228	SCHEDULED	72402
36229	EXECUTED	72400
36229	EXECUTED	72399
36229	STATE UPDATE	72395
36229	STATE UPDATE	72390
36229	SCHEDULED	72403
36229	SCHEDULED	72404
36230	EXECUTED	72391
36230	EXECUTED	72398
36230	EXECUTED	72401
36230	STATE UPDATE	72397
36230	STATE UPDATE	72399
36230	SCHEDULED	72405
36230	SCHEDULED	72406
36231	STATE UPDATE	72400
36231	STATE UPDATE	72391
36231	SCHEDULED	72407
36231	SCHEDULED	72408
36232	EXECUTED	72396
36232	EXECUTED	72402
36232	STATE UPDATE	72398
36232	STATE UPDATE	72401
36232	SCHEDULED	72409
36232	SCHEDULED	72410
36233	EXECUTED	72403
36233	EXECUTED	72408
36233	EXECUTED	72407
36233	STATE UPDATE	72396
36233	STATE UPDATE	72402
36233	SCHEDULED	72411
36233	SCHEDULED	72412
36234	EXECUTED	72410
36234	STATE UPDATE	72403
36234	STATE UPDATE	72407
36234	SCHEDULED	72413
36234	SCHEDULED	72414
36235	EXECUTED	72404
36235	EXECUTED	72412
36235	EXECUTED	72409
36235	STATE UPDATE	72408
36235	STATE UPDATE	72410
36235	SCHEDULED	72415
36235	SCHEDULED	72416
36236	EXECUTED	72413
36236	EXECUTED	72414
36236	STATE UPDATE	72404
36236	STATE UPDATE	72409
36236	SCHEDULED	72417
36236	SCHEDULED	72418
36237	EXECUTED	72405
36237	EXECUTED	72415
36237	EXECUTED	72416
36237	STATE UPDATE	72412
36237	STATE UPDATE	72413
36237	SCHEDULED	72419
36237	SCHEDULED	72420
36238	EXECUTED	72418
36238	STATE UPDATE	72414
36238	STATE UPDATE	72405
36238	SCHEDULED	72421
36238	SCHEDULED	72422
36239	EXECUTED	72406
36239	STATE UPDATE	72415
36239	STATE UPDATE	72416
36239	SCHEDULED	72423
36239	SCHEDULED	72424
36240	EXECUTED	72422
36240	STATE UPDATE	72418
36240	STATE UPDATE	72406
36240	SCHEDULED	72425
36240	SCHEDULED	72426
36241	EXECUTED	72411
36241	EXECUTED	72417
36241	EXECUTED	72419
36241	EXECUTED	72423
36241	STATE UPDATE	72422
36241	STATE UPDATE	72411
36241	SCHEDULED	72427
36241	SCHEDULED	72428
36242	EXECUTED	72425
36242	EXECUTED	72424
36242	STATE UPDATE	72417
36242	STATE UPDATE	72419
36242	SCHEDULED	72429
36242	SCHEDULED	72430
36243	EXECUTED	72420
36243	EXECUTED	72427
36243	STATE UPDATE	72423
36243	STATE UPDATE	72424
36243	SCHEDULED	72431
36243	SCHEDULED	72432
36244	EXECUTED	72430
36244	EXECUTED	72429
36244	STATE UPDATE	72425
36244	STATE UPDATE	72420
36244	SCHEDULED	72433
36244	SCHEDULED	72434
36245	EXECUTED	72421
36245	EXECUTED	72428
36245	EXECUTED	72431
36245	STATE UPDATE	72427
36245	STATE UPDATE	72429
36245	SCHEDULED	72435
36245	SCHEDULED	72436
36246	STATE UPDATE	72430
36246	STATE UPDATE	72421
36246	SCHEDULED	72437
36246	SCHEDULED	72438
36247	EXECUTED	72426
36247	EXECUTED	72432
36247	STATE UPDATE	72428
36247	STATE UPDATE	72431
36247	SCHEDULED	72439
36247	SCHEDULED	72440
36248	EXECUTED	72433
36248	EXECUTED	72438
36248	EXECUTED	72437
36248	STATE UPDATE	72426
36248	STATE UPDATE	72432
36248	SCHEDULED	72441
36248	SCHEDULED	72442
36249	EXECUTED	72440
36249	STATE UPDATE	72433
36249	STATE UPDATE	72437
36249	SCHEDULED	72443
36249	SCHEDULED	72444
36250	EXECUTED	72434
36250	EXECUTED	72442
36250	EXECUTED	72439
36250	STATE UPDATE	72438
36250	STATE UPDATE	72440
36250	SCHEDULED	72445
36250	SCHEDULED	72446
36251	EXECUTED	72443
36251	EXECUTED	72444
36251	STATE UPDATE	72434
36251	STATE UPDATE	72439
36251	SCHEDULED	72447
36251	SCHEDULED	72448
36252	EXECUTED	72435
36252	EXECUTED	72445
36252	EXECUTED	72446
36252	STATE UPDATE	72442
36252	STATE UPDATE	72443
36252	SCHEDULED	72449
36252	SCHEDULED	72450
36253	EXECUTED	72448
36253	STATE UPDATE	72444
36253	STATE UPDATE	72435
36253	SCHEDULED	72451
36253	SCHEDULED	72452
36254	EXECUTED	72436
36254	STATE UPDATE	72445
36254	STATE UPDATE	72446
36254	SCHEDULED	72453
36254	SCHEDULED	72454
36255	EXECUTED	72452
36255	STATE UPDATE	72448
36255	STATE UPDATE	72436
36255	SCHEDULED	72455
36255	SCHEDULED	72456
36256	EXECUTED	72441
36256	EXECUTED	72447
36256	EXECUTED	72449
36256	EXECUTED	72453
36256	STATE UPDATE	72452
36256	STATE UPDATE	72441
36256	SCHEDULED	72457
36256	SCHEDULED	72458
36257	EXECUTED	72455
36257	EXECUTED	72454
36257	STATE UPDATE	72447
36257	STATE UPDATE	72449
36257	SCHEDULED	72459
36257	SCHEDULED	72460
36258	EXECUTED	72450
36258	EXECUTED	72457
36258	STATE UPDATE	72453
36258	STATE UPDATE	72454
36258	SCHEDULED	72461
36258	SCHEDULED	72462
36259	EXECUTED	72460
36259	EXECUTED	72459
36259	STATE UPDATE	72455
36259	STATE UPDATE	72450
36259	SCHEDULED	72463
36259	SCHEDULED	72464
36260	EXECUTED	72451
36260	EXECUTED	72458
36260	EXECUTED	72461
36260	STATE UPDATE	72457
36260	STATE UPDATE	72459
36260	SCHEDULED	72465
36260	SCHEDULED	72466
36261	STATE UPDATE	72460
36261	STATE UPDATE	72451
36261	SCHEDULED	72467
36261	SCHEDULED	72468
36262	EXECUTED	72456
36262	EXECUTED	72462
36262	STATE UPDATE	72458
36262	STATE UPDATE	72461
36262	SCHEDULED	72469
36262	SCHEDULED	72470
36263	EXECUTED	72463
36263	EXECUTED	72468
36263	EXECUTED	72467
36263	STATE UPDATE	72456
36263	STATE UPDATE	72462
36263	SCHEDULED	72471
36263	SCHEDULED	72472
36264	EXECUTED	72470
36264	STATE UPDATE	72463
36264	STATE UPDATE	72467
36264	SCHEDULED	72473
36264	SCHEDULED	72474
36265	EXECUTED	72464
36265	EXECUTED	72472
36265	EXECUTED	72469
36265	STATE UPDATE	72468
36265	STATE UPDATE	72470
36265	SCHEDULED	72475
36265	SCHEDULED	72476
36266	EXECUTED	72473
36266	EXECUTED	72474
36266	STATE UPDATE	72464
36266	STATE UPDATE	72469
36266	SCHEDULED	72477
36266	SCHEDULED	72478
36267	EXECUTED	72465
36267	EXECUTED	72475
36267	EXECUTED	72476
36267	STATE UPDATE	72472
36267	STATE UPDATE	72473
36267	SCHEDULED	72479
36267	SCHEDULED	72480
36268	EXECUTED	72478
36268	STATE UPDATE	72474
36268	STATE UPDATE	72465
36268	SCHEDULED	72481
36268	SCHEDULED	72482
36269	EXECUTED	72466
36269	STATE UPDATE	72475
36269	STATE UPDATE	72476
36269	SCHEDULED	72483
36269	SCHEDULED	72484
36270	EXECUTED	72482
36270	STATE UPDATE	72478
36270	STATE UPDATE	72466
36270	SCHEDULED	72485
36270	SCHEDULED	72486
36271	EXECUTED	72471
36271	EXECUTED	72477
36271	EXECUTED	72479
36271	EXECUTED	72483
36271	STATE UPDATE	72482
36271	STATE UPDATE	72471
36271	SCHEDULED	72487
36271	SCHEDULED	72488
36272	EXECUTED	72485
36272	EXECUTED	72484
36272	STATE UPDATE	72477
36272	STATE UPDATE	72479
36272	SCHEDULED	72489
36272	SCHEDULED	72490
36273	EXECUTED	72480
36273	EXECUTED	72487
36273	STATE UPDATE	72483
36273	STATE UPDATE	72484
36273	SCHEDULED	72491
36273	SCHEDULED	72492
36274	EXECUTED	72490
36274	EXECUTED	72489
36274	STATE UPDATE	72485
36274	STATE UPDATE	72480
36274	SCHEDULED	72493
36274	SCHEDULED	72494
36275	EXECUTED	72481
36275	EXECUTED	72488
36275	EXECUTED	72491
36275	STATE UPDATE	72487
36275	STATE UPDATE	72489
36275	SCHEDULED	72495
36275	SCHEDULED	72496
36276	STATE UPDATE	72490
36276	STATE UPDATE	72481
36276	SCHEDULED	72497
36276	SCHEDULED	72498
36277	EXECUTED	72486
36277	EXECUTED	72492
36277	STATE UPDATE	72488
36277	STATE UPDATE	72491
36277	SCHEDULED	72499
36277	SCHEDULED	72500
36278	EXECUTED	72493
36278	EXECUTED	72498
36278	EXECUTED	72497
36278	STATE UPDATE	72486
36278	STATE UPDATE	72492
36278	SCHEDULED	72501
36278	SCHEDULED	72502
36279	EXECUTED	72500
36279	STATE UPDATE	72493
36279	STATE UPDATE	72497
36279	SCHEDULED	72503
36279	SCHEDULED	72504
36280	EXECUTED	72494
36280	EXECUTED	72502
36280	EXECUTED	72499
36280	STATE UPDATE	72498
36280	STATE UPDATE	72500
36280	SCHEDULED	72505
36280	SCHEDULED	72506
36281	EXECUTED	72503
36281	EXECUTED	72504
36281	STATE UPDATE	72494
36281	STATE UPDATE	72499
36281	SCHEDULED	72507
36281	SCHEDULED	72508
36282	EXECUTED	72495
36282	EXECUTED	72505
36282	EXECUTED	72506
36282	STATE UPDATE	72502
36282	STATE UPDATE	72503
36282	SCHEDULED	72509
36282	SCHEDULED	72510
36283	EXECUTED	72508
36283	STATE UPDATE	72504
36283	STATE UPDATE	72495
36283	SCHEDULED	72511
36283	SCHEDULED	72512
36284	EXECUTED	72496
36284	STATE UPDATE	72505
36284	STATE UPDATE	72506
36284	SCHEDULED	72513
36284	SCHEDULED	72514
36285	EXECUTED	72512
36285	STATE UPDATE	72508
36285	STATE UPDATE	72496
36285	SCHEDULED	72515
36285	SCHEDULED	72516
36286	EXECUTED	72501
36286	EXECUTED	72507
36286	EXECUTED	72509
36286	EXECUTED	72513
36286	STATE UPDATE	72512
36286	STATE UPDATE	72501
36286	SCHEDULED	72517
36286	SCHEDULED	72518
36287	EXECUTED	72514
36287	STATE UPDATE	72507
36287	STATE UPDATE	72509
36287	SCHEDULED	72519
36287	SCHEDULED	72520
36288	EXECUTED	72510
36288	EXECUTED	72517
36288	EXECUTED	72518
36288	STATE UPDATE	72513
36288	STATE UPDATE	72514
36288	SCHEDULED	72521
36288	SCHEDULED	72522
36289	EXECUTED	72519
36289	EXECUTED	72516
36289	STATE UPDATE	72510
36289	STATE UPDATE	72517
36289	SCHEDULED	72523
36289	SCHEDULED	72524
36290	EXECUTED	72511
36290	EXECUTED	72515
36290	STATE UPDATE	72518
36290	STATE UPDATE	72516
36290	SCHEDULED	72525
36290	SCHEDULED	72526
36291	EXECUTED	72521
36291	EXECUTED	72523
36291	EXECUTED	72520
36291	STATE UPDATE	72519
36291	STATE UPDATE	72511
36291	SCHEDULED	72527
36291	SCHEDULED	72528
36292	EXECUTED	72526
36292	STATE UPDATE	72515
36292	STATE UPDATE	72520
36292	SCHEDULED	72529
36292	SCHEDULED	72530
36293	EXECUTED	72522
36293	EXECUTED	72524
36293	STATE UPDATE	72521
36293	STATE UPDATE	72523
36293	SCHEDULED	72531
36293	SCHEDULED	72532
36294	STATE UPDATE	72526
36294	STATE UPDATE	72522
36294	SCHEDULED	72533
36294	SCHEDULED	72534
36295	EXECUTED	72530
36295	EXECUTED	72532
36295	EXECUTED	72527
36295	EXECUTED	72531
36295	STATE UPDATE	72524
36295	STATE UPDATE	72527
36295	SCHEDULED	72535
36295	SCHEDULED	72536
36296	EXECUTED	72528
36296	EXECUTED	72525
36296	STATE UPDATE	72530
36296	STATE UPDATE	72531
36296	SCHEDULED	72537
36296	SCHEDULED	72538
36297	EXECUTED	72534
36297	STATE UPDATE	72532
36297	STATE UPDATE	72525
36297	SCHEDULED	72539
36297	SCHEDULED	72540
36298	EXECUTED	72535
36298	EXECUTED	72533
36298	STATE UPDATE	72528
36298	STATE UPDATE	72534
36298	SCHEDULED	72541
36298	SCHEDULED	72542
36299	EXECUTED	72529
36299	EXECUTED	72540
36299	STATE UPDATE	72533
36299	STATE UPDATE	72535
36299	SCHEDULED	72543
36299	SCHEDULED	72544
36300	EXECUTED	72536
36300	EXECUTED	72542
36300	EXECUTED	72541
36300	STATE UPDATE	72529
36300	STATE UPDATE	72540
36300	SCHEDULED	72545
36300	SCHEDULED	72546
36301	EXECUTED	72543
36301	STATE UPDATE	72536
36301	STATE UPDATE	72541
36301	SCHEDULED	72547
36301	SCHEDULED	72548
36302	EXECUTED	72537
36302	EXECUTED	72546
36302	STATE UPDATE	72542
36302	STATE UPDATE	72543
36302	SCHEDULED	72549
36302	SCHEDULED	72550
36303	EXECUTED	72544
36303	EXECUTED	72548
36303	STATE UPDATE	72537
36303	STATE UPDATE	72546
36303	SCHEDULED	72551
36303	SCHEDULED	72552
36304	EXECUTED	72538
36304	EXECUTED	72549
36304	EXECUTED	72550
36304	STATE UPDATE	72544
36304	STATE UPDATE	72548
36304	SCHEDULED	72553
36304	SCHEDULED	72554
36305	STATE UPDATE	72538
36305	STATE UPDATE	72549
36305	SCHEDULED	72555
36305	SCHEDULED	72556
36306	EXECUTED	72545
36306	EXECUTED	72547
36306	EXECUTED	72539
36306	STATE UPDATE	72550
36306	STATE UPDATE	72539
36306	SCHEDULED	72557
